from,to,link,year,month
52724,52725,1,2008,11
52739,52741,1,2008,11
52741,55322,1,2008,11
52827,53606,1,2008,11
52831,52833,1,2008,11
52851,52852,1,2008,11
52852,59490,1,2008,11
52852,63321,1,2008,11
52852,63483,1,2008,11
52854,53577,1,2008,11
52857,54075,1,2008,11
52857,54077,1,2008,11
52857,59411,1,2008,11
52865,56846,1,2008,11
52867,54077,1,2008,11
52873,52874,1,2008,11
52874,53487,1,2008,11
52885,54390,1,2008,11
52908,55871,1,2008,11
52911,54196,1,2008,11
52911,56452,1,2008,11
52911,63663,1,2008,11
52935,63184,1,2008,11
52949,61694,1,2008,11
52974,52975,1,2008,11
52983,53663,1,2008,11
52997,58020,1,2008,11
52997,59087,1,2008,11
52997,59088,1,2008,11
52997,62306,1,2008,11
53021,53022,1,2008,11
53030,63701,1,2008,11
53041,60197,1,2008,11
53102,53103,1,2008,11
53135,57018,1,2008,11
53138,53892,1,2008,11
53139,53480,1,2008,11
53139,54231,1,2008,11
53139,57996,1,2008,11
53153,61479,1,2008,11
53164,53166,1,2008,11
53193,53194,1,2008,11
53212,59291,1,2008,11
53220,60174,1,2008,11
53255,53256,1,2008,11
53278,57508,1,2008,11
53289,53290,1,2008,11
53293,53295,1,2008,11
53323,54204,1,2008,11
53373,59276,1,2008,11
53393,57404,1,2008,11
53426,54602,1,2008,11
53433,61368,1,2008,11
53461,53500,1,2008,11
53462,61573,1,2008,11
53478,54449,1,2008,11
53487,54017,1,2008,11
53488,53489,1,2008,11
53488,54018,1,2008,11
53491,61805,1,2008,11
53502,57802,1,2008,11
53503,57802,1,2008,11
53538,61813,1,2008,11
53549,57828,1,2008,11
53568,63475,1,2008,11
53597,53598,1,2008,11
53620,54015,1,2008,11
53668,53669,1,2008,11
53693,56975,1,2008,11
53698,53699,1,2008,11
53706,53707,1,2008,11
53737,57922,1,2008,11
53742,53743,1,2008,11
53766,58738,1,2008,11
53776,54337,1,2008,11
53805,63578,1,2008,11
53892,57404,1,2008,11
53898,57618,1,2008,11
53918,54528,1,2008,11
53982,60120,1,2008,11
53986,61250,1,2008,11
53988,58873,1,2008,11
54016,54019,1,2008,11
54017,54018,1,2008,11
54018,54019,1,2008,11
54018,55120,1,2008,11
54018,60134,1,2008,11
54018,63404,1,2008,11
54019,55842,1,2008,11
54019,60134,1,2008,11
54019,62866,1,2008,11
54025,54456,1,2008,11
54039,54558,1,2008,11
54051,62076,1,2008,11
54074,63005,1,2008,11
54088,54091,1,2008,11
54093,57163,1,2008,11
54093,57164,1,2008,11
54093,63147,1,2008,11
54105,63191,1,2008,11
54105,63561,1,2008,11
54176,61126,1,2008,11
54176,63436,1,2008,11
54185,54186,1,2008,11
54193,54194,1,2008,11
54209,63061,1,2008,11
54211,54213,1,2008,11
54237,55437,1,2008,11
54247,55063,1,2008,11
54254,54255,1,2008,11
54265,63085,1,2008,11
54277,57807,1,2008,11
54341,54342,1,2008,11
54354,54355,1,2008,11
54354,54356,1,2008,11
54355,54356,1,2008,11
54355,57532,1,2008,11
54365,56716,1,2008,11
54399,55421,1,2008,11
54401,54403,1,2008,11
54444,54445,1,2008,11
54445,55102,1,2008,11
54462,54463,1,2008,11
54462,54465,1,2008,11
54477,55330,1,2008,11
54479,54480,1,2008,11
54479,61971,1,2008,11
54484,60757,1,2008,11
54488,57195,1,2008,11
54499,59723,1,2008,11
54503,56249,1,2008,11
54512,63652,1,2008,11
54519,54521,1,2008,11
54523,61373,1,2008,11
54531,62871,1,2008,11
54534,54535,1,2008,11
54572,60276,1,2008,11
54576,62783,1,2008,11
54586,60759,1,2008,11
54590,55246,1,2008,11
54590,60054,1,2008,11
54591,57295,1,2008,11
54602,54605,1,2008,11
54603,54607,1,2008,11
54604,54607,1,2008,11
54606,56005,1,2008,11
54608,54609,1,2008,11
54618,57828,1,2008,11
54636,62454,1,2008,11
54668,59629,1,2008,11
54737,54738,1,2008,11
54738,63254,1,2008,11
54753,54754,1,2008,11
54760,54761,1,2008,11
54760,62413,1,2008,11
54768,58079,1,2008,11
54829,54830,1,2008,11
54830,54836,1,2008,11
54865,54866,1,2008,11
54911,55193,1,2008,11
54929,56636,1,2008,11
54943,56267,1,2008,11
54988,54989,1,2008,11
54989,54990,1,2008,11
55042,61069,1,2008,11
55060,61247,1,2008,11
55066,63007,1,2008,11
55066,63008,1,2008,11
55076,61408,1,2008,11
55081,63381,1,2008,11
55089,63615,1,2008,11
55093,57767,1,2008,11
55119,55120,1,2008,11
55226,55227,1,2008,11
55243,61266,1,2008,11
55246,56365,1,2008,11
55249,60054,1,2008,11
55262,56294,1,2008,11
55268,58646,1,2008,11
55268,63634,1,2008,11
55271,59462,1,2008,11
55285,55287,1,2008,11
55287,55455,1,2008,11
55315,58542,1,2008,11
55336,57420,1,2008,11
55384,55387,1,2008,11
55399,55401,1,2008,11
55414,58094,1,2008,11
55437,56796,1,2008,11
55455,56000,1,2008,11
55510,56157,1,2008,11
55521,59714,1,2008,11
55525,56956,1,2008,11
55549,60221,1,2008,11
55557,56503,1,2008,11
55614,57248,1,2008,11
55614,57249,1,2008,11
55614,57250,1,2008,11
55625,55627,1,2008,11
55626,61918,1,2008,11
55632,58025,1,2008,11
55632,59644,1,2008,11
55638,56703,1,2008,11
55664,55665,1,2008,11
55675,60747,1,2008,11
55680,55681,1,2008,11
55729,55730,1,2008,11
55740,56183,1,2008,11
55751,55753,1,2008,11
55760,55761,1,2008,11
55766,56918,1,2008,11
55796,55800,1,2008,11
55797,55800,1,2008,11
55826,58533,1,2008,11
55826,58534,1,2008,11
55842,59339,1,2008,11
55865,56851,1,2008,11
55881,60168,1,2008,11
55886,57565,1,2008,11
55925,55926,1,2008,11
55929,57567,1,2008,11
55944,60558,1,2008,11
55958,55959,1,2008,11
55986,58129,1,2008,11
55987,55988,1,2008,11
55987,55990,1,2008,11
55991,63672,1,2008,11
55999,57979,1,2008,11
56000,56075,1,2008,11
56016,56595,1,2008,11
56027,56453,1,2008,11
56047,56050,1,2008,11
56052,56054,1,2008,11
56075,59207,1,2008,11
56099,62475,1,2008,11
56099,62476,1,2008,11
56123,61602,1,2008,11
56153,63096,1,2008,11
56155,59361,1,2008,11
56212,58859,1,2008,11
56242,61563,1,2008,11
56317,56318,1,2008,11
56336,58046,1,2008,11
56362,63086,1,2008,11
56385,56386,1,2008,11
56403,62146,1,2008,11
56418,56419,1,2008,11
56447,60208,1,2008,11
56452,59507,1,2008,11
56452,63663,1,2008,11
56480,56550,1,2008,11
56480,62796,1,2008,11
56548,56550,1,2008,11
56586,58965,1,2008,11
56621,56624,1,2008,11
56643,61117,1,2008,11
56669,56670,1,2008,11
56708,63711,1,2008,11
56709,61521,1,2008,11
56721,56722,1,2008,11
56721,56723,1,2008,11
56722,56723,1,2008,11
56778,57732,1,2008,11
56816,57891,1,2008,11
56826,63278,1,2008,11
56859,56860,1,2008,11
56866,56867,1,2008,11
56871,58139,1,2008,11
56871,58491,1,2008,11
56876,57872,1,2008,11
56896,59940,1,2008,11
57012,61824,1,2008,11
57038,60567,1,2008,11
57089,57090,1,2008,11
57103,57104,1,2008,11
57153,61185,1,2008,11
57159,58242,1,2008,11
57159,61167,1,2008,11
57163,57164,1,2008,11
57223,62560,1,2008,11
57245,57246,1,2008,11
57249,57250,1,2008,11
57265,57266,1,2008,11
57293,57294,1,2008,11
57302,62011,1,2008,11
57315,63583,1,2008,11
57318,57732,1,2008,11
57340,57341,1,2008,11
57354,58778,1,2008,11
57366,58295,1,2008,11
57374,63171,1,2008,11
57380,58373,1,2008,11
57419,59016,1,2008,11
57438,59887,1,2008,11
57480,58260,1,2008,11
57543,60813,1,2008,11
57574,63052,1,2008,11
57581,57583,1,2008,11
57582,62767,1,2008,11
57605,62933,1,2008,11
57650,57651,1,2008,11
57680,63710,1,2008,11
57732,61811,1,2008,11
57767,57773,1,2008,11
57786,57787,1,2008,11
57807,58310,1,2008,11
57809,58066,1,2008,11
57817,58055,1,2008,11
57880,61886,1,2008,11
57890,57891,1,2008,11
57996,58102,1,2008,11
58025,59644,1,2008,11
58025,59645,1,2008,11
58025,59965,1,2008,11
58046,60501,1,2008,11
58046,60502,1,2008,11
58050,58052,1,2008,11
58059,58060,1,2008,11
58060,59692,1,2008,11
58106,62645,1,2008,11
58166,61572,1,2008,11
58250,58255,1,2008,11
58259,60143,1,2008,11
58263,58264,1,2008,11
58271,63458,1,2008,11
58295,61861,1,2008,11
58295,63526,1,2008,11
58321,58323,1,2008,11
58335,59818,1,2008,11
58335,63367,1,2008,11
58419,61931,1,2008,11
58443,61373,1,2008,11
58470,59713,1,2008,11
58529,58530,1,2008,11
58570,60778,1,2008,11
58592,60898,1,2008,11
58651,60762,1,2008,11
58807,58808,1,2008,11
58831,58832,1,2008,11
58890,62132,1,2008,11
58893,58895,1,2008,11
58893,58896,1,2008,11
58968,63399,1,2008,11
59014,59015,1,2008,11
59047,59048,1,2008,11
59056,59057,1,2008,11
59064,63017,1,2008,11
59141,59143,1,2008,11
59170,61659,1,2008,11
59185,62454,1,2008,11
59199,63545,1,2008,11
59200,59201,1,2008,11
59245,60236,1,2008,11
59298,63157,1,2008,11
59298,63657,1,2008,11
59372,59373,1,2008,11
59373,61539,1,2008,11
59553,61091,1,2008,11
59554,59555,1,2008,11
59573,63331,1,2008,11
59602,59603,1,2008,11
59644,59645,1,2008,11
59644,61791,1,2008,11
59645,59965,1,2008,11
59662,59663,1,2008,11
59738,63168,1,2008,11
59776,60434,1,2008,11
59854,59855,1,2008,11
59898,62804,1,2008,11
59925,59926,1,2008,11
59925,59927,1,2008,11
59965,61449,1,2008,11
60065,60066,1,2008,11
60096,62804,1,2008,11
60096,62805,1,2008,11
60164,60165,1,2008,11
60173,63670,1,2008,11
60203,60204,1,2008,11
60283,62761,1,2008,11
60610,60611,1,2008,11
60709,60710,1,2008,11
60736,63537,1,2008,11
60823,61401,1,2008,11
60823,61402,1,2008,11
60882,61006,1,2008,11
60903,63169,1,2008,11
60903,63180,1,2008,11
60936,62014,1,2008,11
60974,60975,1,2008,11
61041,61042,1,2008,11
61069,61070,1,2008,11
61136,62020,1,2008,11
61247,61248,1,2008,11
61322,61323,1,2008,11
61373,63559,1,2008,11
61478,61479,1,2008,11
61481,63369,1,2008,11
61494,61495,1,2008,11
61573,61574,1,2008,11
61897,63328,1,2008,11
61908,61909,1,2008,11
61932,63463,1,2008,11
61939,61940,1,2008,11
61958,61959,1,2008,11
61994,61995,1,2008,11
61995,62717,1,2008,11
62014,63096,1,2008,11
62025,63643,1,2008,11
62044,62710,1,2008,11
62102,63002,1,2008,11
62132,63103,1,2008,11
62260,63035,1,2008,11
62301,62302,1,2008,11
62346,62347,1,2008,11
62354,62356,1,2008,11
62374,63381,1,2008,11
62377,63675,1,2008,11
62390,63388,1,2008,11
62518,62866,1,2008,11
62691,63520,1,2008,11
62761,63486,1,2008,11
62780,62781,1,2008,11
62789,63217,1,2008,11
62793,63563,1,2008,11
62812,63659,1,2008,11
62823,62825,1,2008,11
62840,62841,1,2008,11
62866,63404,1,2008,11
62876,62877,1,2008,11
62926,62927,1,2008,11
63007,63008,1,2008,11
63064,63065,1,2008,11
63074,63724,1,2008,11
63120,63123,1,2008,11
63191,63192,1,2008,11
63231,63500,1,2008,11
63328,63329,1,2008,11
63334,63335,1,2008,11
63341,63342,1,2008,11
63356,63357,1,2008,11
63357,63687,1,2008,11
63374,63511,1,2008,11
63390,63641,1,2008,11
63433,63434,1,2008,11
63439,63440,1,2008,11
63541,63542,1,2008,11
63566,63664,1,2008,11
63603,63608,1,2008,11
63619,63620,1,2008,11
63632,63633,1,2008,11
63638,63639,1,2008,11
63646,63647,1,2008,11
63697,63698,1,2008,11
1,25,1,2008,12
3,4223,1,2008,12
4,2959,1,2008,12
13,3212,1,2008,12
13,3222,1,2008,12
13,3366,1,2008,12
13,15416,1,2008,12
13,20730,1,2008,12
18,814,1,2008,12
23,455,1,2008,12
23,3860,1,2008,12
23,6106,1,2008,12
23,7055,1,2008,12
23,8726,1,2008,12
23,10705,1,2008,12
23,10769,1,2008,12
23,17530,1,2008,12
23,17940,1,2008,12
23,31066,1,2008,12
23,31992,1,2008,12
23,36941,1,2008,12
23,38699,1,2008,12
23,40156,1,2008,12
23,46291,1,2008,12
24,737,1,2008,12
24,48460,1,2008,12
26,814,1,2008,12
27,1078,1,2008,12
27,4227,1,2008,12
30,53585,1,2008,12
31,135,1,2008,12
38,48,1,2008,12
38,49,1,2008,12
39,688,1,2008,12
39,2843,1,2008,12
40,7385,1,2008,12
40,9590,1,2008,12
40,11306,1,2008,12
40,19952,1,2008,12
40,19954,1,2008,12
40,19956,1,2008,12
40,19959,1,2008,12
41,2454,1,2008,12
41,12388,1,2008,12
41,20649,1,2008,12
42,1504,1,2008,12
42,19435,1,2008,12
42,23923,1,2008,12
43,48,1,2008,12
43,4710,1,2008,12
43,12100,1,2008,12
43,20499,1,2008,12
44,13334,1,2008,12
45,6025,1,2008,12
46,19225,1,2008,12
46,31692,1,2008,12
46,50304,1,2008,12
48,652,1,2008,12
49,10322,1,2008,12
49,38799,1,2008,12
52,2583,1,2008,12
52,5304,1,2008,12
55,1394,1,2008,12
55,20999,1,2008,12
55,50483,1,2008,12
56,1463,1,2008,12
56,2340,1,2008,12
56,4706,1,2008,12
56,6529,1,2008,12
57,642,1,2008,12
57,4896,1,2008,12
57,35403,1,2008,12
60,567,1,2008,12
60,569,1,2008,12
65,2188,1,2008,12
66,6476,1,2008,12
69,25821,1,2008,12
70,25965,1,2008,12
70,28730,1,2008,12
71,9695,1,2008,12
71,39340,1,2008,12
72,24557,1,2008,12
75,2944,1,2008,12
82,7952,1,2008,12
83,14371,1,2008,12
83,39783,1,2008,12
85,1979,1,2008,12
85,5198,1,2008,12
85,8063,1,2008,12
85,9599,1,2008,12
85,9663,1,2008,12
85,11178,1,2008,12
85,11331,1,2008,12
85,11922,1,2008,12
85,14954,1,2008,12
85,18708,1,2008,12
85,22248,1,2008,12
85,23922,1,2008,12
85,24319,1,2008,12
85,38348,1,2008,12
85,40998,1,2008,12
85,44370,1,2008,12
85,56374,1,2008,12
90,1247,1,2008,12
91,580,1,2008,12
98,1995,1,2008,12
102,437,1,2008,12
102,11314,1,2008,12
105,605,1,2008,12
107,4176,1,2008,12
111,26480,1,2008,12
112,19149,1,2008,12
115,19186,1,2008,12
116,18678,1,2008,12
117,519,1,2008,12
117,6942,1,2008,12
118,2654,1,2008,12
118,11633,1,2008,12
118,27561,1,2008,12
119,27325,1,2008,12
123,3380,1,2008,12
123,6718,1,2008,12
126,524,1,2008,12
126,615,1,2008,12
126,28332,1,2008,12
127,43093,1,2008,12
128,606,1,2008,12
129,513,1,2008,12
129,11314,1,2008,12
129,16459,1,2008,12
129,18031,1,2008,12
129,20333,1,2008,12
129,22677,1,2008,12
129,34614,1,2008,12
130,35705,1,2008,12
132,4293,1,2008,12
133,615,1,2008,12
133,3639,1,2008,12
133,5159,1,2008,12
133,10532,1,2008,12
133,10686,1,2008,12
133,17184,1,2008,12
133,20204,1,2008,12
133,20853,1,2008,12
133,22294,1,2008,12
133,25558,1,2008,12
133,27756,1,2008,12
133,32501,1,2008,12
133,36946,1,2008,12
133,36949,1,2008,12
133,36954,1,2008,12
136,43552,1,2008,12
142,18425,1,2008,12
142,20179,1,2008,12
142,21069,1,2008,12
146,12612,1,2008,12
154,8135,1,2008,12
157,21534,1,2008,12
158,1210,1,2008,12
159,16326,1,2008,12
159,20179,1,2008,12
161,207,1,2008,12
164,302,1,2008,12
164,844,1,2008,12
165,2418,1,2008,12
165,2424,1,2008,12
165,2431,1,2008,12
166,196,1,2008,12
166,639,1,2008,12
166,2439,1,2008,12
171,6301,1,2008,12
173,12597,1,2008,12
177,185,1,2008,12
177,13526,1,2008,12
178,8104,1,2008,12
183,12225,1,2008,12
191,2956,1,2008,12
192,639,1,2008,12
192,2116,1,2008,12
194,12225,1,2008,12
194,38821,1,2008,12
195,12225,1,2008,12
196,30202,1,2008,12
196,52202,1,2008,12
197,56569,1,2008,12
198,2956,1,2008,12
199,2685,1,2008,12
199,12713,1,2008,12
199,16227,1,2008,12
199,16767,1,2008,12
199,22257,1,2008,12
199,22730,1,2008,12
199,22734,1,2008,12
199,23527,1,2008,12
199,37166,1,2008,12
203,2515,1,2008,12
204,27973,1,2008,12
205,3048,1,2008,12
205,7727,1,2008,12
205,20610,1,2008,12
205,49576,1,2008,12
205,51537,1,2008,12
206,23386,1,2008,12
206,28019,1,2008,12
206,36081,1,2008,12
206,38634,1,2008,12
206,58236,1,2008,12
207,254,1,2008,12
207,703,1,2008,12
207,1079,1,2008,12
207,1097,1,2008,12
207,1099,1,2008,12
207,1143,1,2008,12
207,1219,1,2008,12
207,1300,1,2008,12
207,1445,1,2008,12
207,1524,1,2008,12
207,2412,1,2008,12
207,2522,1,2008,12
207,2690,1,2008,12
207,2736,1,2008,12
207,2872,1,2008,12
207,3008,1,2008,12
207,3441,1,2008,12
207,3930,1,2008,12
207,4287,1,2008,12
207,4308,1,2008,12
207,4905,1,2008,12
207,5147,1,2008,12
207,5401,1,2008,12
207,5553,1,2008,12
207,5594,1,2008,12
207,5598,1,2008,12
207,5797,1,2008,12
207,6310,1,2008,12
207,6670,1,2008,12
207,6714,1,2008,12
207,6945,1,2008,12
207,7015,1,2008,12
207,7363,1,2008,12
207,7857,1,2008,12
207,9633,1,2008,12
207,10664,1,2008,12
207,10870,1,2008,12
207,11142,1,2008,12
207,12327,1,2008,12
207,13132,1,2008,12
207,13342,1,2008,12
207,18077,1,2008,12
207,18481,1,2008,12
207,18843,1,2008,12
207,24521,1,2008,12
207,24667,1,2008,12
207,31347,1,2008,12
207,38180,1,2008,12
207,38687,1,2008,12
207,42752,1,2008,12
207,44845,1,2008,12
207,46363,1,2008,12
207,46966,1,2008,12
207,47089,1,2008,12
207,51147,1,2008,12
207,52710,1,2008,12
207,53427,1,2008,12
207,63241,1,2008,12
209,957,1,2008,12
212,1394,1,2008,12
212,14838,1,2008,12
214,24547,1,2008,12
214,26601,1,2008,12
214,26687,1,2008,12
215,27115,1,2008,12
217,17206,1,2008,12
218,22054,1,2008,12
218,26395,1,2008,12
224,16602,1,2008,12
224,21399,1,2008,12
224,40853,1,2008,12
224,44724,1,2008,12
225,22026,1,2008,12
227,6998,1,2008,12
227,11484,1,2008,12
228,38545,1,2008,12
229,4870,1,2008,12
230,22244,1,2008,12
230,40480,1,2008,12
230,45735,1,2008,12
230,58766,1,2008,12
236,2663,1,2008,12
237,2143,1,2008,12
242,5694,1,2008,12
244,6498,1,2008,12
246,2230,1,2008,12
246,3088,1,2008,12
252,261,1,2008,12
256,12537,1,2008,12
257,3034,1,2008,12
262,692,1,2008,12
263,18797,1,2008,12
263,18799,1,2008,12
268,4431,1,2008,12
268,29503,1,2008,12
269,7657,1,2008,12
270,17835,1,2008,12
277,13049,1,2008,12
278,30365,1,2008,12
283,5275,1,2008,12
286,4231,1,2008,12
286,8223,1,2008,12
286,8230,1,2008,12
291,2317,1,2008,12
291,2535,1,2008,12
291,4304,1,2008,12
292,2531,1,2008,12
294,2895,1,2008,12
296,14659,1,2008,12
297,12941,1,2008,12
297,21569,1,2008,12
299,1494,1,2008,12
299,1517,1,2008,12
299,5230,1,2008,12
299,5776,1,2008,12
299,13413,1,2008,12
299,21060,1,2008,12
299,28533,1,2008,12
299,32636,1,2008,12
299,38516,1,2008,12
299,41841,1,2008,12
299,41843,1,2008,12
299,41845,1,2008,12
300,54328,1,2008,12
300,54329,1,2008,12
301,25049,1,2008,12
301,29853,1,2008,12
302,27616,1,2008,12
304,629,1,2008,12
304,630,1,2008,12
307,5501,1,2008,12
308,19298,1,2008,12
309,2311,1,2008,12
309,2354,1,2008,12
309,18985,1,2008,12
309,20602,1,2008,12
310,5138,1,2008,12
310,7550,1,2008,12
310,19913,1,2008,12
310,30772,1,2008,12
310,34516,1,2008,12
310,47346,1,2008,12
313,22401,1,2008,12
316,27756,1,2008,12
316,34970,1,2008,12
319,21085,1,2008,12
320,1438,1,2008,12
320,2006,1,2008,12
320,2333,1,2008,12
320,6718,1,2008,12
320,12375,1,2008,12
325,6602,1,2008,12
326,17466,1,2008,12
327,22378,1,2008,12
328,4037,1,2008,12
328,8705,1,2008,12
328,16143,1,2008,12
328,16150,1,2008,12
329,10306,1,2008,12
329,29265,1,2008,12
331,629,1,2008,12
331,48846,1,2008,12
332,19302,1,2008,12
332,50942,1,2008,12
335,13354,1,2008,12
336,565,1,2008,12
336,1509,1,2008,12
336,1637,1,2008,12
336,1658,1,2008,12
336,12684,1,2008,12
337,344,1,2008,12
339,36190,1,2008,12
339,46663,1,2008,12
339,49454,1,2008,12
341,11619,1,2008,12
342,25026,1,2008,12
342,44951,1,2008,12
343,355,1,2008,12
343,29558,1,2008,12
343,43955,1,2008,12
346,629,1,2008,12
346,47315,1,2008,12
350,17330,1,2008,12
350,20463,1,2008,12
351,9394,1,2008,12
351,24898,1,2008,12
351,31027,1,2008,12
351,43006,1,2008,12
351,44643,1,2008,12
351,57543,1,2008,12
351,58394,1,2008,12
351,59572,1,2008,12
352,9223,1,2008,12
352,15237,1,2008,12
353,6382,1,2008,12
353,19295,1,2008,12
353,49454,1,2008,12
354,3978,1,2008,12
354,4292,1,2008,12
354,5474,1,2008,12
354,17315,1,2008,12
354,17756,1,2008,12
354,49454,1,2008,12
355,1440,1,2008,12
355,23276,1,2008,12
359,2396,1,2008,12
359,4150,1,2008,12
359,29708,1,2008,12
359,38548,1,2008,12
360,1480,1,2008,12
360,3822,1,2008,12
360,10232,1,2008,12
360,12436,1,2008,12
360,15201,1,2008,12
360,31391,1,2008,12
361,4710,1,2008,12
362,5324,1,2008,12
362,8528,1,2008,12
362,24178,1,2008,12
362,31385,1,2008,12
362,42986,1,2008,12
362,47743,1,2008,12
363,38734,1,2008,12
363,40542,1,2008,12
363,48726,1,2008,12
364,1421,1,2008,12
364,5245,1,2008,12
364,15452,1,2008,12
364,16808,1,2008,12
364,40493,1,2008,12
364,53220,1,2008,12
364,55854,1,2008,12
365,1602,1,2008,12
365,3220,1,2008,12
365,9617,1,2008,12
365,11420,1,2008,12
365,12159,1,2008,12
365,17191,1,2008,12
365,17198,1,2008,12
365,20269,1,2008,12
365,24785,1,2008,12
365,41321,1,2008,12
368,2555,1,2008,12
368,3753,1,2008,12
368,7639,1,2008,12
368,8726,1,2008,12
368,10591,1,2008,12
368,10688,1,2008,12
368,10867,1,2008,12
368,24784,1,2008,12
369,2432,1,2008,12
369,7790,1,2008,12
369,21922,1,2008,12
370,7501,1,2008,12
370,9418,1,2008,12
370,18002,1,2008,12
370,30783,1,2008,12
370,49097,1,2008,12
370,49154,1,2008,12
370,50758,1,2008,12
371,1739,1,2008,12
371,2087,1,2008,12
371,2103,1,2008,12
371,2450,1,2008,12
371,10591,1,2008,12
371,22244,1,2008,12
371,50209,1,2008,12
377,796,1,2008,12
377,11559,1,2008,12
379,12802,1,2008,12
380,1729,1,2008,12
381,24488,1,2008,12
382,11140,1,2008,12
382,11843,1,2008,12
387,2275,1,2008,12
388,5840,1,2008,12
389,4539,1,2008,12
392,5212,1,2008,12
392,36078,1,2008,12
394,4119,1,2008,12
398,6534,1,2008,12
398,20584,1,2008,12
399,1085,1,2008,12
401,11372,1,2008,12
402,11069,1,2008,12
405,37145,1,2008,12
406,572,1,2008,12
407,20656,1,2008,12
407,23341,1,2008,12
407,39147,1,2008,12
408,6821,1,2008,12
408,22055,1,2008,12
409,61735,1,2008,12
412,4162,1,2008,12
414,21016,1,2008,12
416,4161,1,2008,12
416,24792,1,2008,12
416,49861,1,2008,12
420,20401,1,2008,12
421,1314,1,2008,12
422,6374,1,2008,12
422,20293,1,2008,12
422,34294,1,2008,12
422,39903,1,2008,12
423,1175,1,2008,12
423,9517,1,2008,12
423,10769,1,2008,12
423,14755,1,2008,12
423,18398,1,2008,12
423,19655,1,2008,12
423,22125,1,2008,12
423,30618,1,2008,12
423,38740,1,2008,12
423,43759,1,2008,12
424,4900,1,2008,12
424,19809,1,2008,12
424,52129,1,2008,12
424,53674,1,2008,12
424,54958,1,2008,12
425,12540,1,2008,12
425,23513,1,2008,12
426,4530,1,2008,12
426,7491,1,2008,12
429,615,1,2008,12
429,8671,1,2008,12
429,14960,1,2008,12
429,16165,1,2008,12
429,25561,1,2008,12
431,7743,1,2008,12
431,20214,1,2008,12
431,30176,1,2008,12
431,32733,1,2008,12
433,13929,1,2008,12
433,19137,1,2008,12
433,24989,1,2008,12
434,8167,1,2008,12
434,12582,1,2008,12
435,24332,1,2008,12
436,44017,1,2008,12
437,3664,1,2008,12
437,3707,1,2008,12
437,11314,1,2008,12
437,17111,1,2008,12
437,34140,1,2008,12
438,26170,1,2008,12
438,54910,1,2008,12
441,8135,1,2008,12
442,5344,1,2008,12
442,11323,1,2008,12
445,846,1,2008,12
445,4219,1,2008,12
445,10588,1,2008,12
451,846,1,2008,12
451,1078,1,2008,12
451,1208,1,2008,12
451,1615,1,2008,12
451,2736,1,2008,12
451,3733,1,2008,12
451,5874,1,2008,12
451,10581,1,2008,12
451,10973,1,2008,12
451,13803,1,2008,12
451,15575,1,2008,12
451,18592,1,2008,12
451,19305,1,2008,12
451,31404,1,2008,12
451,35823,1,2008,12
451,38545,1,2008,12
451,38683,1,2008,12
451,38684,1,2008,12
451,38700,1,2008,12
451,38722,1,2008,12
451,38739,1,2008,12
454,2064,1,2008,12
454,2070,1,2008,12
464,2069,1,2008,12
464,2826,1,2008,12
464,13609,1,2008,12
464,13611,1,2008,12
466,1140,1,2008,12
468,2555,1,2008,12
468,12095,1,2008,12
469,474,1,2008,12
469,5155,1,2008,12
469,9176,1,2008,12
469,58672,1,2008,12
471,1495,1,2008,12
471,2046,1,2008,12
471,2993,1,2008,12
471,4710,1,2008,12
471,5586,1,2008,12
471,7347,1,2008,12
471,8090,1,2008,12
471,8336,1,2008,12
471,9103,1,2008,12
471,9498,1,2008,12
471,9517,1,2008,12
471,10705,1,2008,12
471,11132,1,2008,12
471,12414,1,2008,12
471,25484,1,2008,12
471,26700,1,2008,12
471,30870,1,2008,12
471,38740,1,2008,12
471,41659,1,2008,12
471,46429,1,2008,12
471,51604,1,2008,12
471,53341,1,2008,12
474,9273,1,2008,12
474,17794,1,2008,12
474,28157,1,2008,12
476,2942,1,2008,12
478,1552,1,2008,12
481,1506,1,2008,12
484,496,1,2008,12
484,1420,1,2008,12
484,13982,1,2008,12
484,13986,1,2008,12
490,8952,1,2008,12
490,13733,1,2008,12
492,2589,1,2008,12
492,2970,1,2008,12
493,13310,1,2008,12
493,19782,1,2008,12
494,17794,1,2008,12
500,1501,1,2008,12
500,1514,1,2008,12
500,1735,1,2008,12
500,13733,1,2008,12
507,28038,1,2008,12
507,37498,1,2008,12
508,36199,1,2008,12
510,1443,1,2008,12
510,1451,1,2008,12
510,1466,1,2008,12
510,1498,1,2008,12
510,1509,1,2008,12
515,11317,1,2008,12
521,13586,1,2008,12
523,721,1,2008,12
527,9492,1,2008,12
527,16876,1,2008,12
527,20616,1,2008,12
527,21014,1,2008,12
536,2372,1,2008,12
536,10588,1,2008,12
536,16881,1,2008,12
536,30033,1,2008,12
536,30545,1,2008,12
544,8717,1,2008,12
546,41376,1,2008,12
546,41474,1,2008,12
550,4883,1,2008,12
550,5828,1,2008,12
551,1330,1,2008,12
552,8326,1,2008,12
552,10466,1,2008,12
556,1304,1,2008,12
556,5191,1,2008,12
556,12400,1,2008,12
559,697,1,2008,12
559,840,1,2008,12
559,843,1,2008,12
559,847,1,2008,12
560,3063,1,2008,12
560,10427,1,2008,12
560,10428,1,2008,12
562,15941,1,2008,12
565,12192,1,2008,12
565,46463,1,2008,12
565,56111,1,2008,12
566,2547,1,2008,12
